scorer,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo
labeled-data/A1ENBX104_2020-12-07_11-11-18/img30476.png,1435.1128843450404,738.480199765915,1483.0987787980016,722.3051791637932,1448.0529008267379,696.9643135538025,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img31016.png,1436.5464812186822,813.1681289354694,1452.8585782665846,776.4659105776889,1410.9131858576925,775.3007607885529,1398.0965381771978,622.0835635171834
labeled-data/A1ENBX104_2020-12-07_11-11-18/img31339.png,1332.814357214792,683.3166170746879,1372.904648390785,673.2003753760727,1353.4215162304893,648.0971089387684,1502.917087998913,658.5880262558508
labeled-data/A1ENBX104_2020-12-07_11-11-18/img31593.png,,,,,,,1339.7478460495067,594.3414841143036
labeled-data/A1ENBX104_2020-12-07_11-11-18/img31778.png,,,1481.3282011861788,608.6856203222811,1526.6502433761352,614.1641089386495,1474.8536237304706,709.7886375152609
labeled-data/A1ENBX104_2020-12-07_11-11-18/img31908.png,1365.9559383590702,678.9914896731184,1397.209367997068,662.1927712426943,1374.5506315095197,639.5340347551459,1482.7656316310877,621.9539805837719
labeled-data/A1ENBX104_2020-12-07_11-11-18/img32608.png,1244.4631551126674,543.0135745289117,1253.866599293223,575.2539545765308,1287.450328509493,551.0736695408165,1364.4690141788049,656.3026877517951
labeled-data/A1ENBX104_2020-12-07_11-11-18/img32998.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img33191.png,,,1382.7457353974812,594.601472439801,1423.3317863857146,612.2683416935026,1422.3768204801092,705.8550004428412
labeled-data/A1ENBX104_2020-12-07_11-11-18/img33371.png,1513.1330813694265,767.9521839145472,1514.1063241344696,712.4773463071007,1474.2033707677097,727.0759877827445,1413.3756979525274,625.3721188357592
labeled-data/A1ENBX104_2020-12-07_11-11-18/img33734.png,1366.857377054902,546.8511667049881,1327.3793606700624,567.0836501022185,1361.4291498019866,579.9140054272914,1381.168157994406,663.3113150402651
labeled-data/A1ENBX104_2020-12-07_11-11-18/img34058.png,,,1312.5794338568267,568.4758898698643,1353.9947973420335,573.6528103055151,1329.992711685834,680.0149938016143
labeled-data/A1ENBX104_2020-12-07_11-11-18/img34970.png,382.25069136544107,406.2215166810653,400.4224588611016,369.4347678483866,352.55536399448357,367.6619124829563,398.20638965431374,315.3626792027626
labeled-data/A1ENBX104_2020-12-07_11-11-18/img37356.png,760.862392577342,85.70864008227119,772.1140841685071,135.2160830833982,807.6694295965892,116.31324121024062,811.7200385694086,236.48130740388518
labeled-data/A1ENBX104_2020-12-07_11-11-18/img37767.png,640.3511258017891,742.4578840695794,609.6802710583589,708.5154714868502,604.3639895694978,742.4578840695794,470.23011815823025,685.6145666117557
labeled-data/A1ENBX104_2020-12-07_11-11-18/img38623.png,340.5992902367259,429.73579295887964,379.2548479468813,401.2810074222374,357.24265536193167,383.02699405910846,377.10731696298376,303.03146490892567
labeled-data/A1ENBX104_2020-12-07_11-11-18/img38790.png,526.9174814590817,432.2593703257022,525.6495243356104,394.2206566215599,495.2185533722966,401.4057469878979,442.38700656098774,297.85591523773275
labeled-data/A1ENBX104_2020-12-07_11-11-18/img39544.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img39973.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img40075.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img40161.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img40419.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img40812.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img40960.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img40962.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41008.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41018.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41134.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41225.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41289.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41405.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41781.png,,,,,,,,
labeled-data/A1ENBX104_2020-12-07_11-11-18/img41882.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img00567.png,1045.0358362287725,525.6220117688024,1061.4370075978663,564.7731950369623,1097.4137706010404,547.842953623704,1102.7044710426835,701.2732664313575
labeled-data/A1ENBX90_2020-12-06_10-01-49/img00690.png,,,,,,,1081.90634501461,557.4973888097768
labeled-data/A1ENBX90_2020-12-06_10-01-49/img00922.png,869.5238559759839,830.1809640680092,873.502812506476,787.5492869555948,838.8290484550455,792.6650882090845,835.4185142860524,630.6647151819097
labeled-data/A1ENBX90_2020-12-06_10-01-49/img01402.png,438.91341909466416,674.8853514186986,416.6662423615396,708.885753595738,443.95051571348483,710.5647858020116,472.91382127170357,852.0232491805583
labeled-data/A1ENBX90_2020-12-06_10-01-49/img02070.png,,,,,,,383.3179736699291,714.7920991796817
labeled-data/A1ENBX90_2020-12-06_10-01-49/img02843.png,369.97986643896354,801.9854659457843,390.7185376742642,771.0807793990617,368.35330398913607,759.2882016378123,435.04236443206366,658.0346891360502
labeled-data/A1ENBX90_2020-12-06_10-01-49/img03394.png,425.18411703579557,625.0941760392211,,,,,437.1209866272716,744.121818537082
labeled-data/A1ENBX90_2020-12-06_10-01-49/img03719.png,667.7378091508256,227.22388337230217,652.8014184825171,270.4327278056231,680.5404297236614,269.89928528175494,661.3364988644075,416.0625368216307
labeled-data/A1ENBX90_2020-12-06_10-01-49/img03779.png,611.4026604033929,100.3843686355653,610.0777990531302,142.33831139388488,633.0420624576841,131.7394205917831,659.5392894629385,271.73310326954436
labeled-data/A1ENBX90_2020-12-06_10-01-49/img04122.png,907.4720310352695,551.6762896010473,875.4394082497458,527.3878173790569,868.0472645300097,553.7883306638291,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img04223.png,,,,,,,890.354885800585,820.5846827936484
labeled-data/A1ENBX90_2020-12-06_10-01-49/img04757.png,717.3121751241886,259.2697871217264,679.8487690217099,269.0291618206914,706.923163347871,295.15910053082354,575.3290141811814,344.9004296416775
labeled-data/A1ENBX90_2020-12-06_10-01-49/img05108.png,959.568231462163,426.4857654338125,926.2353384985321,425.91106038271545,936.8673819438281,450.9107301054386,796.0646444250425,484.2436230690695
labeled-data/A1ENBX90_2020-12-06_10-01-49/img05403.png,1245.2635640810806,188.30094354468264,1285.8401757326915,211.03783800463697,1296.3341270219012,190.39973380252457,1377.83714870143,302.3352142207614
labeled-data/A1ENBX90_2020-12-06_10-01-49/img06104.png,444.7601349866467,337.05270306923006,462.3768557134075,372.28614452275167,482.41155771639035,352.59686841637193,583.621345421114,454.497507914302
labeled-data/A1ENBX90_2020-12-06_10-01-49/img06209.png,411.4773223162025,169.33575007725847,386.9477111776748,212.82006073192116,410.36233999172396,219.8816154536185,360.93145693984246,335.4681164245595
labeled-data/A1ENBX90_2020-12-06_10-01-49/img06603.png,1348.3709082419577,513.3496544556248,1314.606986490004,497.9044562073907,1314.9661771469396,528.4356620469232,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img06640.png,1400.5494873355876,383.40081192574394,1362.8021411982172,394.7584204980501,1380.5066486785768,415.1353064660111,1260.249616736512,484.9511944545987
labeled-data/A1ENBX90_2020-12-06_10-01-49/img07337.png,1256.011414335493,594.3145424120282,1285.9191755097406,560.6683110909996,1259.749884482274,551.114442938115,1315.8269366839884,440.20649525028
labeled-data/A1ENBX90_2020-12-06_10-01-49/img08833.png,643.4803892175778,456.9222903266085,625.6681245401376,426.92268665934074,606.9183722480952,444.73495133678097,527.8569167499833,357.23610730725
labeled-data/A1ENBX90_2020-12-06_10-01-49/img11521.png,1036.895330597182,439.39382902894,1067.5199260075178,473.7683748976843,1085.957182428026,450.9561762756994,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img11801.png,838.2472254813034,466.80934669294464,799.3253258957534,456.2491413790357,798.7218855921014,486.11943640980667,679.8441457726697,485.21427595432874
labeled-data/A1ENBX90_2020-12-06_10-01-49/img12099.png,1366.6372496328368,638.6960859019184,1367.7259970790924,602.7674201754867,1337.9669002147753,611.4773997455306,1294.7799181799735,489.1747699494955
labeled-data/A1ENBX90_2020-12-06_10-01-49/img12485.png,1537.5915628174453,293.13438678020657,1486.2991370070306,284.3413994984212,1490.329256177849,315.8496039248188,1357.335323540845,330.5045827277945
labeled-data/A1ENBX90_2020-12-06_10-01-49/img12870.png,1083.6297766338564,458.10905625712405,1117.077610607707,496.3844126601898,1127.0774784967962,468.7985702075298,1224.6623961730809,482.5914914338598
labeled-data/A1ENBX90_2020-12-06_10-01-49/img12994.png,754.6122039005882,180.92585106615985,801.0771072817874,192.19007006766267,802.4851346569753,156.63737884416932,928.1515778924914,149.59724196823004
labeled-data/A1ENBX90_2020-12-06_10-01-49/img13121.png,920.3251506854428,849.930580394302,936.4421108737874,813.0312241736184,906.3288431534595,810.0623104547128,960.1934206250321,678.581845760323
labeled-data/A1ENBX90_2020-12-06_10-01-49/img13254.png,513.3882590038351,552.1550931076282,562.4387363214827,546.2828528653747,548.6217004573566,522.103040103154,638.7778594707795,476.852247648141
labeled-data/A1ENBX90_2020-12-06_10-01-49/img13957.png,1216.9958435253477,542.7752496469564,1268.2238157355064,548.0746950480072,1253.208720432529,521.5774680427527,1329.6090582976794,467.6997731320686
labeled-data/A1ENBX90_2020-12-06_10-01-49/img14233.png,1361.2155382994738,860.1059497558992,1403.6614354744984,811.1752627346902,1362.984117348433,804.9852360633324,1378.3118024394144,689.4380715313209
labeled-data/A1ENBX90_2020-12-06_10-01-49/img14259.png,1498.7620476483007,699.0121567508454,1474.0019409628696,687.053193657882,1474.6756853624731,717.2032555401416,1374.7930781212447,726.9725493343933
labeled-data/A1ENBX90_2020-12-06_10-01-49/img14329.png,1038.7553096502386,455.63156665657795,1069.9913411239645,485.7107080757213,1081.5602416697889,462.5729069840726,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img14438.png,427.2955523727532,648.268122138335,467.00879545333316,645.6351999451473,451.6500826597387,621.0612594753962,558.0640213010716,560.9428693976122
labeled-data/A1ENBX90_2020-12-06_10-01-49/img14943.png,1514.99075616866,414.5835118095728,1527.0716138076043,379.71723913008833,1488.6881294104526,376.96463865539215,1466.361481115695,350.5090896485903
labeled-data/A1ENBX90_2020-12-06_10-01-49/img15035.png,955.057864656884,651.3614067877254,993.0557190358418,626.5281633747057,972.1120197718493,605.285268406942,1073.8385590540981,537.3678436508524
labeled-data/A1ENBX90_2020-12-06_10-01-49/img15158.png,771.6150944925133,673.1417902153307,806.0358980130495,711.4787330585626,820.2576671323129,683.6535326078298,923.1078525020586,736.8305823581192
labeled-data/A1ENBX90_2020-12-06_10-01-49/img15343.png,674.871805930031,659.3465190311322,637.4368827270578,658.5021222671553,652.0730933026564,686.0857498903986,528.2282345860535,728.3055880892405
labeled-data/A1ENBX90_2020-12-06_10-01-49/img15816.png,,,,,,,1300.8352877092202,221.50414668623438
labeled-data/A1ENBX90_2020-12-06_10-01-49/img17533.png,627.8197210831161,571.8620498507137,659.6541439643845,542.8068226178099,633.8834206795481,527.900227776581,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img18497.png,,,,,,,866.6480895453954,614.2966884022187
labeled-data/A1ENBX90_2020-12-06_10-01-49/img18804.png,,,,,1510.2786332712546,638.9960694411064,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img18875.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img19034.png,1501.376517223491,421.4925833263496,1480.1003782886414,459.7896334090786,1513.078393637658,476.8105445569581,1437.9027027345235,580.7090230221396
labeled-data/A1ENBX90_2020-12-06_10-01-49/img19170.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img19222.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img19449.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img19553.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img20340.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img21345.png,,,1339.6228591750921,559.3240211764069,1337.8077385722129,595.8857361772623,1241.0877407330706,534.1716356793645
labeled-data/A1ENBX90_2020-12-06_10-01-49/img21839.png,531.5716778714993,310.85355809487123,519.5174154062237,360.04798058829346,552.7480849050917,356.46428093645477,570.0150014094054,478.3100690989707
labeled-data/A1ENBX90_2020-12-06_10-01-49/img21977.png,,,,,,,402.06344230197834,334.11467214176326
labeled-data/A1ENBX90_2020-12-06_10-01-49/img22373.png,,,1328.6456547018395,440.9224853051277,1333.895985236908,475.8485971253665,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img22999.png,398.3888325896148,793.3343337320301,424.76237981093857,772.235495954971,397.8613616451883,758.7849868720959,465.64137800399044,693.1148542909997
labeled-data/A1ENBX90_2020-12-06_10-01-49/img23206.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img23571.png,492.91814608091715,582.9078233304774,472.8720339282387,617.016133560408,502.49240860159944,625.3936132660049,442.6532678473353,706.4756489880327
labeled-data/A1ENBX90_2020-12-06_10-01-49/img24269.png,,,,,,,1492.418785126926,294.10666588635684
labeled-data/A1ENBX90_2020-12-06_10-01-49/img24888.png,715.3493189488534,432.26061454243467,665.3171484848715,427.6064591504363,676.1768443995343,457.4706229157589,557.1080356209106,513.3204876197387
labeled-data/A1ENBX90_2020-12-06_10-01-49/img24920.png,712.2273336745457,508.07299390319486,677.3278170279754,476.45133241127485,668.0726965913159,508.07299390319486,570.893932006391,500.9388385666031
labeled-data/A1ENBX90_2020-12-06_10-01-49/img25300.png,1457.7831336040404,404.29543482762637,1481.4085128796128,367.7049083886301,1451.1565028316238,367.12867962581123,1440.7843851008847,273.77962004915923
labeled-data/A1ENBX90_2020-12-06_10-01-49/img25706.png,690.2655977576942,487.88317916212725,,,,,853.8924037535207,501.8744567762632
labeled-data/A1ENBX90_2020-12-06_10-01-49/img27308.png,624.2981001072808,741.7467888613318,605.1362774790821,785.0060550977199,642.5889307978342,801.2645712671007,573.4902370779658,870.9439262787326
labeled-data/A1ENBX90_2020-12-06_10-01-49/img27393.png,580.2892156570773,369.49033104757956,568.4211194074816,418.319069903059,599.9563465849787,419.3363352958815,589.7836926567538,547.172686327241
labeled-data/A1ENBX90_2020-12-06_10-01-49/img27862.png,,,,,,,1436.1328545406282,241.92150845998515
labeled-data/A1ENBX90_2020-12-06_10-01-49/img28589.png,1117.5416599543862,196.57294438353549,1054.6086139966794,185.58027260052992,1071.9220720549133,220.75682230614768,983.9806977908688,291.1099217173832
labeled-data/A1ENBX90_2020-12-06_10-01-49/img28991.png,567.6280690588007,553.4034036143116,528.9764166604909,569.8303558835934,553.8584178919028,590.3640462201954,469.791073925579,627.5662616535686
labeled-data/A1ENBX90_2020-12-06_10-01-49/img29577.png,1508.0898538027286,123.5244241209914,1484.1830089391638,153.85400342551372,1517.367136884112,167.05629088748228,1401.4010983668204,240.91773695849554
labeled-data/A1ENBX90_2020-12-06_10-01-49/img29829.png,1254.4130275488594,369.4575303333883,1303.0423026018248,374.3909350489065,1297.8739738522343,345.4952788580141,1399.1262325373937,345.4952788580141
labeled-data/A1ENBX90_2020-12-06_10-01-49/img29983.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img30002.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img30080.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img30164.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img30447.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img31130.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img31227.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img31579.png,,,,,,,,
labeled-data/A1ENBX90_2020-12-06_10-01-49/img31788.png,,,,,,,1456.8133405962164,671.4811875714656
labeled-data/A1ENBX90_2020-12-06_10-01-49/img32360.png,1416.419029470084,338.7393068909894,1377.357368144384,354.80722431574554,1397.8578145139004,374.4765715081194,1300.6192107882212,439.0252742661913
